ID	Node1	Node2	Length	Diameter	Roughness	MinorLoss	Status
LINK-12531	JUNCTION-9840	JUNCTION-9877	518.400000	6.000000	140	0.000000	Open	
LINK-12532	JUNCTION-9878	JUNCTION-9879	595.300000	8.000000	140	0.000000	Open	
LINK-12533	JUNCTION-9880	JUNCTION-9881	286.700000	6.000000	140	0.000000	Open	
LINK-12534	JUNCTION-9881	JUNCTION-9882	817.500000	6.000000	140	0.000000	Open	
LINK-12535	JUNCTION-9881	JUNCTION-9883	759.000000	2.000000	140	0.000000	Open	
LINK-12536	JUNCTION-9880	JUNCTION-9884	522.700000	2.000000	140	0.000000	Open	
LINK-12537	JUNCTION-9842	JUNCTION-9885	243.500000	2.000000	140	0.000000	Open	
LINK-12538	JUNCTION-11657	JUNCTION-11635	744.400000	6.000000	140	0.000000	Open	
LINK-12539	JUNCTION-9842	JUNCTION-9887	220.100000	6.000000	140	0.000000	Open	
LINK-12540	JUNCTION-9888	JUNCTION-9889	607.100000	2.000000	140	0.000000	Open	
LINK-12541	JUNCTION-9887	JUNCTION-9888	76.100000	6.000000	140	0.000000	Open	
LINK-12542	JUNCTION-9888	JUNCTION-9890	594.500000	6.000000	140	0.000000	Open	
LINK-12543	JUNCTION-9891	JUNCTION-9890	387.500000	6.000000	140	0.000000	Open	
LINK-12544	JUNCTION-9882	JUNCTION-9887	563.300000	6.000000	140	0.000000	Open	
LINK-12545	JUNCTION-9892	JUNCTION-9526	1060.900000	6.000000	140	0.000000	Open	
LINK-12546	JUNCTION-9526	JUNCTION-9509	505.200000	6.000000	140	0.000000	Open	
LINK-12547	JUNCTION-9893	JUNCTION-9894	508.900000	4.000000	140	0.000000	Open	
LINK-12548	JUNCTION-9894	JUNCTION-9511	564.100000	6.000000	140	0.000000	Open	
LINK-12549	JUNCTION-11668	JUNCTION-10041	310.200000	6.000000	140	0.000000	Open	
LINK-12550	JUNCTION-9522	JUNCTION-9895	528.600000	6.000000	140	0.000000	Open	
LINK-12551	JUNCTION-9895	JUNCTION-9511	608.300000	6.000000	140	0.000000	Open	
LINK-12552	JUNCTION-9388	JUNCTION-9512	242.600000	6.000000	140	0.000000	Open	
LINK-12553	JUNCTION-9896	JUNCTION-9898	632.300000	6.000000	140	0.000000	Open	
LINK-12554	JUNCTION-9898	JUNCTION-9899	167.900000	6.000000	140	0.000000	Open	
LINK-12555	JUNCTION-9900	JUNCTION-9896	365.600000	6.000000	140	0.000000	Open	
LINK-12556	JUNCTION-9901	JUNCTION-9899	413.800000	6.000000	140	0.000000	Open	
LINK-12557	JUNCTION-8193	JUNCTION-9901	50.100000	16.000000	140	0.000000	Open	
LINK-12558	JUNCTION-9902	JUNCTION-9901	456.800000	16.000000	140	0.000000	Open	
LINK-12559	JUNCTION-9903	JUNCTION-9898	400.500000	6.000000	140	0.000000	Open	
LINK-12560	JUNCTION-11679	JUNCTION-11668	184.800000	6.000000	140	0.000000	Open	
LINK-12561	JUNCTION-9904	JUNCTION-9905	657.600000	16.000000	140	0.000000	Open	
LINK-12562	JUNCTION-9900	JUNCTION-9906	437.400000	6.000000	140	0.000000	Open	
LINK-12563	JUNCTION-9904	JUNCTION-9902	403.600000	16.000000	140	0.000000	Open	
LINK-12564	JUNCTION-9906	JUNCTION-9904	154.100000	6.000000	140	0.000000	Open	
LINK-12565	JUNCTION-9906	JUNCTION-9903	597.400000	6.000000	140	0.000000	Open	
LINK-12566	JUNCTION-9907	JUNCTION-9909	635.500000	6.000000	140	0.000000	Open	
LINK-12567	JUNCTION-9907	JUNCTION-9910	552.600000	6.000000	140	0.000000	Open	
LINK-12568	JUNCTION-9910	JUNCTION-9909	405.600000	6.000000	140	0.000000	Open	
LINK-12569	JUNCTION-9909	JUNCTION-9896	261.100000	6.000000	140	0.000000	Open	
LINK-12570	JUNCTION-9910	JUNCTION-9900	291.700000	6.000000	140	0.000000	Open	
LINK-12571	JUNCTION-11690	JUNCTION-11701	708.700000	4.000000	140	0.000000	Open	
LINK-12572	JUNCTION-9502	JUNCTION-9911	899.600000	8.000000	140	0.000000	Open	
LINK-12573	JUNCTION-9911	JUNCTION-9912	814.100000	8.000000	140	0.000000	Open	
LINK-12574	JUNCTION-9912	JUNCTION-9913	225.300000	8.000000	140	0.000000	Open	
LINK-12575	JUNCTION-9914	JUNCTION-4661	566.300000	1.000000	140	0.000000	Open	
LINK-12576	JUNCTION-9915	JUNCTION-4661	101.200000	8.000000	140	0.000000	Open	
LINK-12577	JUNCTION-9915	JUNCTION-9916	1424.300000	24.000000	140	0.000000	Open	
LINK-12578	JUNCTION-9917	JUNCTION-9918	363.600000	24.000000	140	0.000000	Open	
LINK-12579	JUNCTION-9920	JUNCTION-9917	40.000000	24.000000	140	0.000000	Open	
LINK-12580	JUNCTION-9920	JUNCTION-9921	682.000000	24.000000	140	0.000000	Open	
LINK-12581	JUNCTION-9922	JUNCTION-9923	833.000000	16.000000	140	0.000000	Open	
LINK-12582	JUNCTION-11712	JUNCTION-11724	503.900000	2.000000	140	0.000000	Open	
LINK-12583	JUNCTION-9924	JUNCTION-9925	263.100000	8.000000	140	0.000000	Open	
LINK-12584	JUNCTION-9916	JUNCTION-9926	676.900000	6.000000	140	0.000000	Open	
LINK-12585	JUNCTION-9916	JUNCTION-9918	338.400000	24.000000	140	0.000000	Open	
LINK-12586	JUNCTION-9927	JUNCTION-9926	474.400000	2.000000	140	0.000000	Open	
LINK-12587	JUNCTION-9905	JUNCTION-9922	653.400000	16.000000	140	0.000000	Open	
LINK-12588	JUNCTION-9928	JUNCTION-9929	238.800000	16.000000	140	0.000000	Open	
LINK-12589	JUNCTION-9929	JUNCTION-9921	611.600000	16.000000	140	0.000000	Open	
LINK-12590	JUNCTION-9931	JUNCTION-4658	279.200000	4.000000	140	0.000000	Open	
LINK-12591	JUNCTION-9932	JUNCTION-9933	723.200000	18.000000	140	0.000000	Open	
LINK-12592	JUNCTION-9933	JUNCTION-4324	1224.500000	18.000000	140	0.000000	Open	
LINK-12593	JUNCTION-11701	JUNCTION-11712	161.300000	4.000000	140	0.000000	Open	
LINK-12594	JUNCTION-9934	JUNCTION-9488	142.600000	24.000000	140	0.000000	Open	
LINK-12595	JUNCTION-9921	JUNCTION-9934	61.000000	24.000000	140	0.000000	Open	
LINK-12596	JUNCTION-9935	JUNCTION-9936	245.100000	24.000000	140	0.000000	Open	
LINK-12597	JUNCTION-9937	JUNCTION-9938	1850.500000	24.000000	140	0.000000	Open	
LINK-12598	JUNCTION-9939	JUNCTION-9940	1811.500000	6.000000	140	0.000000	Open	
LINK-12599	JUNCTION-9938	JUNCTION-9942	308.400000	12.000000	140	0.000000	Open	
LINK-12600	JUNCTION-9938	JUNCTION-9943	308.000000	24.000000	140	0.000000	Open	
LINK-12601	JUNCTION-9936	JUNCTION-9915	1010.600000	24.000000	140	0.000000	Open	
LINK-12602	JUNCTION-9931	JUNCTION-9944	290.700000	2.000000	140	0.000000	Open	
LINK-12603	JUNCTION-9917	JUNCTION-9945	226.500000	12.000000	140	0.000000	Open	
LINK-12604	JUNCTION-1729	JUNCTION-2386	14.100000	12.000000	140	0.000000	Open	
LINK-12605	JUNCTION-11612	JUNCTION-11183	410.500000	8.000000	140	0.000000	Open	
LINK-12606	JUNCTION-11735	JUNCTION-8912	1467.200000	30.000000	140	0.000000	Open	
LINK-12607	JUNCTION-9488	JUNCTION-9932	248.900000	18.000000	140	0.000000	Open	
LINK-12608	JUNCTION-9946	JUNCTION-9947	69.600000	2.000000	140	0.000000	Open	
LINK-12609	JUNCTION-9948	JUNCTION-9949	202.200000	4.000000	140	0.000000	Open	
LINK-12610	JUNCTION-9950	JUNCTION-9951	589.000000	4.000000	140	0.000000	Open	
LINK-12611	JUNCTION-9953	JUNCTION-9954	870.500000	2.000000	140	0.000000	Open	
LINK-12612	JUNCTION-9955	JUNCTION-9956	841.300000	2.000000	140	0.000000	Open	
LINK-12613	JUNCTION-9957	JUNCTION-9958	244.000000	2.000000	140	0.000000	Open	
LINK-12614	JUNCTION-9340	JUNCTION-9959	894.100000	2.000000	140	0.000000	Open	
LINK-12615	JUNCTION-9947	JUNCTION-9960	687.800000	2.000000	140	0.000000	Open	
LINK-12616	JUNCTION-9958	JUNCTION-9961	206.400000	4.000000	140	0.000000	Open	
LINK-12617	JUNCTION-11746	JUNCTION-9830	358.000000	6.000000	140	0.000000	Open	
LINK-12618	JUNCTION-9962	JUNCTION-9965	246.100000	2.000000	140	0.000000	Open	
LINK-12619	JUNCTION-9340	JUNCTION-9965	234.800000	4.000000	140	0.000000	Open	
LINK-12620	JUNCTION-9345	JUNCTION-9342	893.800000	2.000000	140	0.000000	Open	
LINK-12621	JUNCTION-9966	JUNCTION-9967	893.700000	2.000000	140	0.000000	Open	
LINK-12622	JUNCTION-9968	JUNCTION-9969	197.200000	4.000000	140	0.000000	Open	
LINK-12623	JUNCTION-9956	JUNCTION-9969	237.000000	2.000000	140	0.000000	Open	
LINK-12624	JUNCTION-9954	JUNCTION-9949	232.700000	2.000000	140	0.000000	Open	
LINK-12625	JUNCTION-9955	JUNCTION-9953	24.300000	6.000000	140	0.000000	Open	
LINK-12626	JUNCTION-9968	JUNCTION-9966	4.300000	10.000000	140	0.000000	Open	
LINK-12627	JUNCTION-9948	JUNCTION-9968	24.000000	10.000000	140	0.000000	Open	
LINK-12628	JUNCTION-11757	JUNCTION-11768	12.400000	6.000000	140	0.000000	Open	
LINK-12629	JUNCTION-9342	JUNCTION-9948	4.000000	10.000000	140	0.000000	Open	
LINK-12630	JUNCTION-9970	JUNCTION-9967	235.400000	6.000000	140	0.000000	Open	
LINK-12631	JUNCTION-9971	JUNCTION-9946	37.000000	2.000000	140	0.000000	Open	
LINK-12632	JUNCTION-9972	JUNCTION-9973	265.400000	6.000000	140	0.000000	Open	
LINK-12633	JUNCTION-9960	JUNCTION-9974	40.400000	2.000000	140	0.000000	Open	
LINK-12634	JUNCTION-9341	JUNCTION-9976	404.100000	10.000000	140	0.000000	Open	
LINK-12635	JUNCTION-9977	JUNCTION-9961	268.500000	10.000000	140	0.000000	Open	
LINK-12636	JUNCTION-9978	JUNCTION-9979	490.000000	16.000000	140	0.000000	Open	
LINK-12637	JUNCTION-9980	JUNCTION-9979	368.500000	16.000000	140	0.000000	Open	
LINK-12638	JUNCTION-9980	JUNCTION-9356	639.800000	16.000000	140	0.000000	Open	
LINK-12639	JUNCTION-11746	JUNCTION-11779	187.800000	6.000000	140	0.000000	Open	
LINK-12640	JUNCTION-9360	JUNCTION-9980	574.400000	16.000000	140	0.000000	Open	
LINK-12641	JUNCTION-9978	JUNCTION-9981	179.700000	16.000000	140	0.000000	Open	
LINK-12642	JUNCTION-9981	JUNCTION-9982	265.400000	16.000000	140	0.000000	Open	
LINK-12643	JUNCTION-9982	JUNCTION-9983	154.900000	16.000000	140	0.000000	Open	
LINK-12644	JUNCTION-9984	JUNCTION-9985	253.900000	16.000000	140	0.000000	Open	
LINK-12645	JUNCTION-9987	JUNCTION-9988	330.800000	16.000000	140	0.000000	Open	
LINK-12646	JUNCTION-9985	JUNCTION-9989	251.800000	16.000000	140	0.000000	Open	
LINK-12647	JUNCTION-9989	JUNCTION-9987	349.800000	16.000000	140	0.000000	Open	
LINK-12648	JUNCTION-9990	JUNCTION-9991	455.500000	4.000000	140	0.000000	Open	
LINK-12649	JUNCTION-9992	JUNCTION-9993	947.000000	6.000000	140	0.000000	Open	
LINK-12650	JUNCTION-11790	JUNCTION-11757	351.200000	6.000000	140	0.000000	Open	
LINK-12651	JUNCTION-9994	JUNCTION-9995	180.500000	8.000000	140	0.000000	Open	
LINK-12652	JUNCTION-9995	JUNCTION-9996	310.500000	8.000000	140	0.000000	Open	
LINK-12653	JUNCTION-9991	JUNCTION-9996	443.200000	4.000000	140	0.000000	Open	
LINK-12654	JUNCTION-9998	JUNCTION-9999	706.300000	6.000000	140	0.000000	Open	
LINK-12655	JUNCTION-9999	JUNCTION-10000	230.300000	12.000000	140	0.000000	Open	
LINK-12656	JUNCTION-10001	JUNCTION-10002	252.200000	8.000000	140	0.000000	Open	
LINK-12657	JUNCTION-9953	JUNCTION-9957	886.400000	2.000000	140	0.000000	Open	
LINK-12658	JUNCTION-9962	JUNCTION-9955	819.300000	2.000000	140	0.000000	Open	
LINK-12659	JUNCTION-9955	JUNCTION-9339	1071.100000	6.000000	140	0.000000	Open	
LINK-12660	JUNCTION-10003	JUNCTION-9999	778.700000	6.000000	140	0.000000	Open	
LINK-12661	JUNCTION-11801	JUNCTION-11746	257.400000	6.000000	140	0.000000	Open	
LINK-12662	JUNCTION-10004	JUNCTION-10003	500.600000	6.000000	140	0.000000	Open	
LINK-12663	JUNCTION-10005	JUNCTION-10002	1050.200000	6.000000	140	0.000000	Open	
LINK-12664	JUNCTION-10006	JUNCTION-10005	435.800000	6.000000	140	0.000000	Open	
LINK-12665	JUNCTION-10007	JUNCTION-10009	1378.500000	6.000000	140	0.000000	Open	
LINK-12666	JUNCTION-10010	JUNCTION-10011	338.600000	12.000000	140	0.000000	Open	
LINK-12667	JUNCTION-10012	JUNCTION-10013	590.200000	12.000000	140	0.000000	Open	
LINK-12668	JUNCTION-10014	JUNCTION-10012	546.000000	12.000000	140	0.000000	Open	
LINK-12669	JUNCTION-10010	JUNCTION-10014	499.900000	12.000000	140	0.000000	Open	
LINK-12670	JUNCTION-10015	JUNCTION-10013	1094.400000	12.000000	140	0.000000	Open	
LINK-12671	JUNCTION-5123	JUNCTION-10016	1290.500000	8.000000	140	0.000000	Open	
LINK-12672	JUNCTION-11812	JUNCTION-11457	196.500000	8.000000	140	0.000000	Open	
LINK-12673	JUNCTION-5123	JUNCTION-5097	125.400000	12.000000	140	0.000000	Open	
LINK-12674	JUNCTION-10017	JUNCTION-10015	655.800000	12.000000	140	0.000000	Open	
LINK-12675	JUNCTION-5086	JUNCTION-10018	411.100000	12.000000	140	0.000000	Open	
LINK-12676	JUNCTION-5097	JUNCTION-10020	505.900000	12.000000	140	0.000000	Open	
LINK-12677	JUNCTION-10020	JUNCTION-5087	664.400000	12.000000	140	0.000000	Open	
LINK-12678	JUNCTION-10021	JUNCTION-10022	249.800000	4.000000	140	0.000000	Open	
LINK-12679	JUNCTION-10023	JUNCTION-10024	343.000000	6.000000	140	0.000000	Open	
LINK-12680	JUNCTION-10025	JUNCTION-10021	173.500000	4.000000	140	0.000000	Open	
LINK-12681	JUNCTION-10026	JUNCTION-10027	270.200000	4.000000	140	0.000000	Open	
LINK-12682	JUNCTION-10026	JUNCTION-10028	252.900000	4.000000	140	0.000000	Open	
LINK-12683	JUNCTION-11823	JUNCTION-11835	258.200000	8.000000	140	0.000000	Open	
LINK-12684	JUNCTION-10029	JUNCTION-10028	271.500000	4.000000	140	0.000000	Open	
LINK-12685	JUNCTION-10031	JUNCTION-10032	496.900000	6.000000	140	0.000000	Open	
LINK-12686	JUNCTION-10029	JUNCTION-10033	256.300000	2.000000	140	0.000000	Open	
LINK-12687	JUNCTION-10023	JUNCTION-10032	504.400000	6.000000	140	0.000000	Open	
LINK-12688	JUNCTION-10021	JUNCTION-10034	252.700000	2.000000	140	0.000000	Open	
LINK-12689	JUNCTION-10035	JUNCTION-10028	247.800000	2.000000	140	0.000000	Open	
LINK-12690	JUNCTION-10022	JUNCTION-10036	260.200000	2.000000	140	0.000000	Open	
LINK-12691	JUNCTION-10026	JUNCTION-10037	251.200000	2.000000	140	0.000000	Open	
LINK-12692	JUNCTION-10022	JUNCTION-10029	257.500000	4.000000	140	0.000000	Open	
LINK-12693	JUNCTION-10038	JUNCTION-10039	11.400000	4.000000	140	0.000000	Open	
LINK-12694	JUNCTION-11846	JUNCTION-11823	256.200000	8.000000	140	0.000000	Open	
LINK-12695	JUNCTION-10039	JUNCTION-10038	439.700000	4.000000	140	0.000000	Open	
LINK-12696	JUNCTION-10040	JUNCTION-10042	311.400000	6.000000	140	0.000000	Open	
LINK-12697	JUNCTION-10040	JUNCTION-10043	184.700000	2.000000	140	0.000000	Open	
LINK-12698	JUNCTION-10044	JUNCTION-10039	478.200000	6.000000	140	0.000000	Open	
LINK-12699	JUNCTION-9879	JUNCTION-10044	454.200000	6.000000	140	0.000000	Open	
LINK-12700	JUNCTION-9878	JUNCTION-10045	1640.900000	18.000000	140	0.000000	Open	
LINK-12701	JUNCTION-10046	JUNCTION-10045	414.000000	18.000000	140	0.000000	Open	
LINK-12702	JUNCTION-9877	JUNCTION-9890	1908.700000	6.000000	140	0.000000	Open	
LINK-12703	JUNCTION-10047	JUNCTION-9878	167.900000	8.000000	140	0.000000	Open	
LINK-12704	JUNCTION-9827	JUNCTION-9835	1259.200000	6.000000	140	0.000000	Open	
LINK-12705	JUNCTION-11857	JUNCTION-11846	103.900000	8.000000	140	0.000000	Open	
LINK-12706	JUNCTION-10048	JUNCTION-9524	380.300000	4.000000	140	0.000000	Open	
LINK-12707	JUNCTION-9524	JUNCTION-10049	694.300000	4.000000	140	0.000000	Open	
LINK-12708	JUNCTION-10042	JUNCTION-10050	416.800000	6.000000	140	0.000000	Open	
LINK-12709	JUNCTION-4342	JUNCTION-10051	721.100000	20.000000	140	0.000000	Open	
LINK-12710	JUNCTION-4342	JUNCTION-10050	269.700000	8.000000	140	0.000000	Open	
LINK-12711	JUNCTION-10050	JUNCTION-10053	150.600000	8.000000	140	0.000000	Open	
LINK-12712	JUNCTION-9877	JUNCTION-10047	583.000000	8.000000	140	0.000000	Open	
LINK-12713	JUNCTION-10054	JUNCTION-10055	166.400000	8.000000	140	0.000000	Open	
LINK-12714	JUNCTION-10054	JUNCTION-10056	222.600000	4.000000	140	0.000000	Open	
LINK-12715	JUNCTION-9504	JUNCTION-9503	69.500000	20.000000	140	0.000000	Open	
LINK-12716	JUNCTION-11723	JUNCTION-11834	240.200000	10.000000	140	0.000000	Open	
LINK-12717	JUNCTION-8912	JUNCTION-11868	11.000000	8.000000	140	0.000000	Open	
LINK-12718	JUNCTION-10057	JUNCTION-9503	1667.400000	20.000000	140	0.000000	Open	
LINK-12719	JUNCTION-4325	JUNCTION-9504	345.100000	20.000000	140	0.000000	Open	
LINK-12720	JUNCTION-10057	JUNCTION-10058	176.200000	6.000000	140	0.000000	Open	
LINK-12721	JUNCTION-10051	JUNCTION-10057	551.900000	20.000000	140	0.000000	Open	
LINK-12722	JUNCTION-10059	JUNCTION-10058	1457.000000	6.000000	140	0.000000	Open	
LINK-12723	JUNCTION-10059	JUNCTION-10051	936.000000	6.000000	140	0.000000	Open	
LINK-12724	JUNCTION-9920	JUNCTION-9924	657.300000	8.000000	140	0.000000	Open	
LINK-12725	JUNCTION-9924	JUNCTION-10060	588.300000	4.000000	140	0.000000	Open	
LINK-12726	JUNCTION-10061	JUNCTION-10062	556.800000	8.000000	140	0.000000	Open	
LINK-12727	JUNCTION-10064	JUNCTION-10061	392.800000	8.000000	140	0.000000	Open	
LINK-12728	JUNCTION-11879	JUNCTION-11890	273.500000	8.000000	140	0.000000	Open	
LINK-12729	JUNCTION-10065	JUNCTION-10066	412.100000	16.000000	140	0.000000	Open	
LINK-12730	JUNCTION-9988	JUNCTION-10065	190.500000	16.000000	140	0.000000	Open	
LINK-12731	JUNCTION-9347	JUNCTION-10067	624.100000	10.000000	140	0.000000	Open	
LINK-12732	JUNCTION-10068	JUNCTION-10069	329.000000	6.000000	140	0.000000	Open	
LINK-12733	JUNCTION-9536	JUNCTION-10070	209.400000	8.000000	140	0.000000	Open	
LINK-12734	JUNCTION-10071	JUNCTION-9501	1054.000000	6.000000	140	0.000000	Open	
LINK-12735	JUNCTION-10072	JUNCTION-10073	593.300000	6.000000	140	0.000000	Open	
LINK-12736	JUNCTION-9533	JUNCTION-10072	304.100000	6.000000	140	0.000000	Open	
LINK-12737	JUNCTION-9517	JUNCTION-9527	352.300000	12.000000	140	0.000000	Open	
LINK-12738	JUNCTION-10071	JUNCTION-10076	374.500000	4.000000	140	0.000000	Open	
LINK-12739	JUNCTION-11901	JUNCTION-11912	452.800000	6.000000	140	0.000000	Open	
LINK-12740	JUNCTION-10077	JUNCTION-10076	129.500000	4.000000	140	0.000000	Open	
LINK-12741	JUNCTION-10077	JUNCTION-10076	193.600000	4.000000	140	0.000000	Open	
LINK-12742	JUNCTION-9501	JUNCTION-9516	124.300000	12.000000	140	0.000000	Open	
LINK-12743	JUNCTION-9500	JUNCTION-4339	883.800000	16.000000	140	0.000000	Open	
LINK-12744	JUNCTION-10018	JUNCTION-10017	887.400000	12.000000	140	0.000000	Open	
LINK-12745	JUNCTION-10078	JUNCTION-10079	294.000000	6.000000	140	0.000000	Open	
LINK-12746	JUNCTION-10080	JUNCTION-10079	367.500000	6.000000	140	0.000000	Open	
LINK-12747	JUNCTION-4352	JUNCTION-4332	508.800000	6.000000	140	0.000000	Open	
LINK-12748	JUNCTION-4352	JUNCTION-10081	307.000000	8.000000	140	0.000000	Open	
LINK-12749	JUNCTION-9545	JUNCTION-9549	726.400000	6.000000	140	0.000000	Open	
LINK-12750	JUNCTION-11768	JUNCTION-11923	498.900000	6.000000	140	0.000000	Open	
LINK-12751	JUNCTION-10082	JUNCTION-10078	394.100000	8.000000	140	0.000000	Open	
LINK-12752	JUNCTION-4331	JUNCTION-10078	256.000000	6.000000	140	0.000000	Open	
LINK-12753	JUNCTION-10083	JUNCTION-10082	578.300000	8.000000	140	0.000000	Open	
LINK-12754	JUNCTION-9551	JUNCTION-10084	202.600000	8.000000	140	0.000000	Open	
LINK-12755	JUNCTION-10082	JUNCTION-10085	443.800000	6.000000	140	0.000000	Open	
LINK-12756	JUNCTION-9485	JUNCTION-10087	246.900000	2.000000	140	0.000000	Open	
LINK-12757	JUNCTION-10084	JUNCTION-10088	668.000000	8.000000	140	0.000000	Open	
LINK-12758	JUNCTION-10081	JUNCTION-10089	218.300000	6.000000	140	0.000000	Open	
LINK-12759	JUNCTION-10084	JUNCTION-10081	195.100000	8.000000	140	0.000000	Open	
LINK-12760	JUNCTION-9485	JUNCTION-10090	503.800000	2.000000	140	0.000000	Open	
LINK-12761	JUNCTION-11768	JUNCTION-11934	46.800000	6.000000	140	0.000000	Open	
LINK-12762	JUNCTION-10091	JUNCTION-10092	491.500000	8.000000	140	0.000000	Open	
LINK-12763	JUNCTION-10093	JUNCTION-10094	498.600000	8.000000	140	0.000000	Open	
LINK-12764	JUNCTION-10095	JUNCTION-10096	828.800000	16.000000	140	0.000000	Open	
LINK-12765	JUNCTION-10095	JUNCTION-10098	354.100000	2.000000	140	0.000000	Open	
LINK-12766	JUNCTION-10099	JUNCTION-10100	408.200000	6.000000	140	0.000000	Open	
LINK-12767	JUNCTION-10100	JUNCTION-10101	170.000000	4.000000	140	0.000000	Open	
LINK-12768	JUNCTION-10102	JUNCTION-10103	504.100000	6.000000	140	0.000000	Open	
LINK-12769	JUNCTION-10104	JUNCTION-10102	303.800000	6.000000	140	0.000000	Open	
LINK-12770	JUNCTION-10103	JUNCTION-10105	552.400000	6.000000	140	0.000000	Open	
LINK-12771	JUNCTION-10106	JUNCTION-10105	488.200000	6.000000	140	0.000000	Open	
LINK-12772	JUNCTION-11946	JUNCTION-11934	206.800000	16.000000	140	0.000000	Open	
LINK-12773	JUNCTION-10099	JUNCTION-4281	400.500000	6.000000	140	0.000000	Open	
LINK-12774	JUNCTION-10107	JUNCTION-10109	236.400000	4.000000	140	0.000000	Open	
LINK-12775	JUNCTION-10110	JUNCTION-10106	499.400000	6.000000	140	0.000000	Open	
LINK-12776	JUNCTION-10111	JUNCTION-10112	459.100000	12.000000	140	0.000000	Open	
LINK-12777	JUNCTION-4282	JUNCTION-3807	373.100000	12.000000	140	0.000000	Open	
LINK-12778	JUNCTION-10113	JUNCTION-4281	504.900000	12.000000	140	0.000000	Open	
LINK-12779	JUNCTION-10114	JUNCTION-4285	486.400000	6.000000	140	0.000000	Open	
LINK-12780	JUNCTION-10112	JUNCTION-10113	442.800000	12.000000	140	0.000000	Open	
LINK-12781	JUNCTION-10109	JUNCTION-10115	315.100000	6.000000	140	0.000000	Open	
LINK-12782	JUNCTION-10115	JUNCTION-10114	442.800000	6.000000	140	0.000000	Open	
LINK-12783	JUNCTION-11923	JUNCTION-11957	241.000000	6.000000	140	0.000000	Open	
LINK-12784	JUNCTION-10116	JUNCTION-10117	307.300000	8.000000	140	0.000000	Open	
LINK-12785	JUNCTION-10118	JUNCTION-10116	249.300000	6.000000	140	0.000000	Open	
LINK-12786	JUNCTION-10117	JUNCTION-10114	622.400000	6.000000	140	0.000000	Open	
LINK-12787	JUNCTION-10117	JUNCTION-10111	125.600000	10.000000	140	0.000000	Open	
LINK-12788	JUNCTION-10120	JUNCTION-10111	455.100000	12.000000	140	0.000000	Open	
LINK-12789	JUNCTION-10121	JUNCTION-10104	162.100000	6.000000	140	0.000000	Open	
LINK-12790	JUNCTION-10104	JUNCTION-10110	289.200000	6.000000	140	0.000000	Open	
LINK-12791	JUNCTION-10122	JUNCTION-10121	370.000000	6.000000	140	0.000000	Open	
LINK-12792	JUNCTION-10120	JUNCTION-10122	215.900000	6.000000	140	0.000000	Open	
LINK-12793	JUNCTION-10123	JUNCTION-10118	248.300000	4.000000	140	0.000000	Open	
LINK-12794	JUNCTION-11968	JUNCTION-11979	418.300000	2.000000	140	0.000000	Open	
LINK-12795	JUNCTION-10122	JUNCTION-10124	334.500000	4.000000	140	0.000000	Open	
LINK-12796	JUNCTION-10125	JUNCTION-10120	338.400000	12.000000	140	0.000000	Open	
LINK-12797	JUNCTION-10126	JUNCTION-10125	619.700000	12.000000	140	0.000000	Open	
LINK-12798	JUNCTION-10127	JUNCTION-10128	51.700000	8.000000	140	0.000000	Open	
LINK-12799	JUNCTION-10129	JUNCTION-10131	245.600000	12.000000	140	0.000000	Open	
LINK-12800	JUNCTION-10132	JUNCTION-10126	503.200000	12.000000	140	0.000000	Open	
LINK-12801	JUNCTION-10133	JUNCTION-10126	545.500000	12.000000	140	0.000000	Open	
LINK-12802	JUNCTION-4295	JUNCTION-8304	317.100000	8.000000	140	0.000000	Open	
LINK-12803	JUNCTION-10132	JUNCTION-10134	84.600000	12.000000	140	0.000000	Open	
LINK-12804	JUNCTION-10134	JUNCTION-10135	218.100000	8.000000	140	0.000000	Open	
LINK-12805	JUNCTION-11979	JUNCTION-11690	197.800000	2.000000	140	0.000000	Open	
LINK-12806	JUNCTION-10136	JUNCTION-10137	640.200000	8.000000	140	0.000000	Open	
LINK-12807	JUNCTION-9831	JUNCTION-9833	266.600000	6.000000	140	0.000000	Open	
LINK-12808	JUNCTION-10137	JUNCTION-10031	214.100000	6.000000	140	0.000000	Open	
LINK-12809	JUNCTION-10138	JUNCTION-10027	245.100000	2.000000	140	0.000000	Open	
LINK-12810	JUNCTION-9839	JUNCTION-10027	129.800000	4.000000	140	0.000000	Open	
LINK-12811	JUNCTION-9839	JUNCTION-10137	7.500000	8.000000	140	0.000000	Open	
LINK-12812	JUNCTION-9372	JUNCTION-10139	294.500000	6.000000	140	0.000000	Open	
LINK-12813	JUNCTION-10140	JUNCTION-10142	177.900000	2.000000	140	0.000000	Open	
LINK-12814	JUNCTION-10143	JUNCTION-10140	250.900000	2.000000	140	0.000000	Open	
LINK-12815	JUNCTION-10144	JUNCTION-10145	879.200000	2.000000	140	0.000000	Open	
LINK-12816	JUNCTION-11990	JUNCTION-12001	639.000000	6.000000	140	0.000000	Open	
LINK-12817	JUNCTION-10145	JUNCTION-9807	316.200000	6.000000	140	0.000000	Open	
LINK-12818	JUNCTION-9867	JUNCTION-10145	308.000000	6.000000	140	0.000000	Open	
LINK-12819	JUNCTION-9370	JUNCTION-9858	1362.400000	6.000000	140	0.000000	Open	
LINK-12820	JUNCTION-10146	JUNCTION-10147	277.100000	6.000000	140	0.000000	Open	
